Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
55180.0,737.0,2.0,1.0,37.0,6.0,31.0,6.0,18.5,17.67767,6.0,6.0,6.0,0.0,58344.64,4070.5564,368.5,310.4199,588.0,149.0,737.0,737.0,0.0,737.0,737.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,20.0,2713.704,1356.852,6.0,31.0,18.5,14.433757,208.33333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.666666,18.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,1.0,6.0,62.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
55156.0,3.0,2.0,0.0,37.0,0.0,31.0,6.0,18.5,17.67767,0.0,0.0,0.0,0.0,1.23e+07,666666.7,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,666666.7,0.0,6.0,31.0,22.666666,14.433757,208.33333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,0.0,0.0,62.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
60346.0,66.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,181818.19,30303.031,66.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,15151.516,15151.516,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,1024.0,274.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
60352.0,68.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,176470.6,29411.766,68.0,0.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,14705.883,14705.883,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,1024.0,320.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
8833.0,48.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,250000.0,41666.668,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,41666.668,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,23.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
57662.0,4.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3e+06,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,500000.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,360.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
54864.0,49.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,244897.95,40816.33,49.0,0.0,49.0,49.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40816.33,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,351.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
57680.0,3.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4e+06,666666.7,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,666666.7,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,377.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33666.0,37.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54054.055,37.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,27027.027,27027.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,340.0,586.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
8883.0,3.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4e+06,666666.7,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,666666.7,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,40929.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
8884.0,3.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4e+06,666666.7,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,666666.7,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,40929.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53.0,71693.0,2.0,2.0,74.0,176.0,37.0,37.0,37.0,0.0,88.0,88.0,88.0,0.0,3487.0908,55.793453,23897.666,41348.676,71643.0,3.0,47.0,47.0,0.0,47.0,47.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,64.0,27.896727,27.896727,37.0,88.0,57.4,27.933851,780.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.75,37.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,74.0,2.0,176.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53.0,60738.0,2.0,2.0,74.0,200.0,37.0,37.0,37.0,0.0,100.0,100.0,100.0,0.0,4511.179,65.85663,20246.0,35061.906,60732.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,40.0,32.928314,32.928314,37.0,100.0,62.2,34.50652,1190.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77.75,37.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,74.0,2.0,200.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21.0,126188.0,20.0,25.0,176.0,440.0,43.0,0.0,8.8,12.680694,52.0,0.0,17.6,16.160652,4881.605,356.61078,2867.9092,12377.643,70791.0,1.0,126117.0,6637.737,26122.27,114215.0,1.0,126048.0,5252.0,16545.207,70791.0,1.0,0.0,0.0,0.0,0.0,656.0,816.0,158.49368,198.1171,0.0,52.0,13.391304,15.178169,230.37682,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.688889,8.8,17.6,0.0,0.0,0.0,0.0,0.0,0.0,20.0,176.0,25.0,440.0,29200.0,227.0,12.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80.0,6.013091e+07,5.0,3.0,213.0,1619.0,195.0,0.0,42.6,85.233795,1613.0,0.0,539.6667,929.53876,30.466858,0.13304305,8.59013e+06,2.27e+07,6.01e+07,35.0,6.01e+07,1.5e+07,3e+07,6.01e+07,35.0,26004.0,13002.0,15464.426,23937.0,2067.0,0.0,0.0,0.0,0.0,112.0,72.0,0.08315191,0.049891144,0.0,1613.0,203.55556,532.33264,283378.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,229.0,42.6,539.6667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,213.0,3.0,1619.0,8192.0,946.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443.0,3.895966e+06,5.0,1.0,135.0,46.0,46.0,6.0,27.0,20.12461,46.0,46.0,46.0,0.0,46.45831,1.5400546,779193.2,1.6882778e+06,3.798981e+06,4.0,3.895966e+06,973991.5,1.8838241e+06,3.798981e+06,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,20.0,1.2833787,0.25667575,6.0,46.0,32.42857,18.866701,355.9524,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.833332,27.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,135.0,1.0,46.0,258.0,360.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443.0,3.895242e+06,5.0,1.0,135.0,46.0,46.0,6.0,27.0,20.12461,46.0,46.0,46.0,0.0,46.466946,1.5403408,779048.4,1.6883486e+06,3.798955e+06,3.0,3.895242e+06,973810.5,1.883932e+06,3.798955e+06,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,20.0,1.2836173,0.25672346,6.0,46.0,32.42857,18.866701,355.9524,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.833332,27.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,135.0,1.0,46.0,258.0,360.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53.0,24027.0,2.0,2.0,68.0,100.0,34.0,34.0,34.0,0.0,50.0,50.0,50.0,0.0,6992.134,166.47937,8009.0,13865.066,24019.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,64.0,83.239685,83.239685,34.0,50.0,40.4,8.763561,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.5,34.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,2.0,100.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
8080.0,1.029807e+06,3.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,17.479004,5.8263345,205961.4,281152.72,515080.0,524.0,1.028984e+06,514492.0,1630.5883,515645.0,513339.0,1.029283e+06,514641.5,1784.0304,515903.0,513380.0,0.0,0.0,0.0,0.0,92.0,60.0,2.9131672,2.9131672,0.0,6.0,2.5714285,3.207135,10.285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,18.0,8192.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80.0,2.979847e+06,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0067631,1.4899235e+06,2.0857776e+06,2.964791e+06,15056.0,2.979847e+06,2.979847e+06,0.0,2.979847e+06,2.979847e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.0,0.6711754,0.3355877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,437.0,63.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53.0,166.0,2.0,2.0,70.0,302.0,35.0,35.0,35.0,0.0,151.0,151.0,151.0,0.0,2.2409638e+06,24096.385,55.333332,90.649506,160.0,2.0,4.0,4.0,0.0,4.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,64.0,64.0,12048.192,12048.192,35.0,151.0,81.4,63.535816,4036.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,101.75,35.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,70.0,2.0,302.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53.0,275.0,2.0,2.0,80.0,290.0,40.0,40.0,40.0,0.0,145.0,145.0,145.0,0.0,1.3454545e+06,14545.454,91.666664,152.70996,268.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,40.0,7272.727,7272.727,40.0,145.0,82.0,57.510868,3307.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102.5,40.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,80.0,2.0,290.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53.0,266.0,2.0,2.0,80.0,326.0,40.0,40.0,40.0,0.0,163.0,163.0,163.0,0.0,1.5263158e+06,15037.594,88.666664,150.97792,263.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,40.0,40.0,7518.797,7518.797,40.0,163.0,89.2,67.36987,4538.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,111.5,40.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,80.0,2.0,326.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
22.0,111.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18018.018,111.0,0.0,111.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,9009.009,9009.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,290.0,243.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443.0,143347.0,47.0,60.0,1325.0,108751.0,570.0,0.0,28.19149,110.26975,2896.0,0.0,1812.5167,822.0897,767898.9,746.4404,1352.3302,5067.81,23061.0,1.0,143347.0,3116.239,7502.0195,23823.0,1.0,120283.0,2038.695,6167.6704,24538.0,1.0,0.0,0.0,0.0,0.0,1200.0,1928.0,327.8757,418.56473,0.0,2896.0,1019.2222,1082.537,1.1718864e+06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1028.7477,28.19149,1812.5167,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1325.0,60.0,108751.0,29200.0,61.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443.0,143899.0,46.0,58.0,1325.0,110185.0,570.0,0.0,28.804348,111.40729,4344.0,0.0,1899.7413,942.9988,774918.5,722.7291,1397.0776,5193.055,23360.0,1.0,143899.0,3197.7556,7655.88,23883.0,2.0,120525.0,2114.4736,6287.287,23836.0,2.0,0.0,0.0,0.0,0.0,1168.0,1864.0,319.66867,403.0605,0.0,4344.0,1062.0,1169.25,1.3671455e+06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1072.2115,28.804348,1899.7413,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1325.0,58.0,110185.0,29200.0,61.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443.0,446800.0,23.0,28.0,1169.0,43577.0,570.0,0.0,50.826088,156.13737,2896.0,0.0,1556.3214,951.6832,100147.72,114.145035,8936.0,38838.586,267852.0,1.0,446800.0,20309.092,69389.92,327980.0,49.0,423469.0,15684.037,56601.133,291041.0,1.0,0.0,0.0,0.0,0.0,744.0,904.0,51.477173,62.667862,0.0,2896.0,860.5,1032.4686,1.0659914e+06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,877.37256,50.826088,1556.3214,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1169.0,28.0,43577.0,29200.0,61.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
